13;Abruzzo;Arancione
17;Basilicata;Rosso
18;Calabria;Giallo
15;Campania;Arancione
8;Emilia-Romagna;Arancione
6;Friuli Venezia Giulia;Giallo
12;Lazio;Giallo
7;Liguria;Giallo
3;Lombardia;Arancione
11;Marche;Arancione
14;Molise;Rosso
21;P.A. Bolzano;Arancione
22;P.A. Trento;Arancione
1;Piemonte;Arancione
16;Puglia;Giallo
20;Sardegna;Bianco
19;Sicilia;Giallo
9;Toscana;Arancione
10;Umbria;Arancione
2;Valle d'Aosta;Giallo
5;Veneto;Giallo
